demand_id,publication_id,title,abstract,classifications_cpc,judgment
146289-2024,ES2914350A1,DISPOSITIVO Y PROCESO PARA PRODUCIR CARBONATO DE DIMETILO,"La presente solicitud se refiere a un aparato y proceso para producir carbonato de dimetilo, en particular un sistema (aparato o proceso) para la síntesis de DMC sin la necesidad de usar un agente deshidratante. Más particularmente, la mezcla de alimentación para el proceso puede seleccionarse de las siguientes opciones: a) monóxido de carbono, metanol y gas no convertido del proceso, b) gas de síntesis sin CO 2 y gas no convertido del proceso, c) gas de síntesis con CO 2 y gas de síntesis agregado proveniente de gas no convertido purificado del proceso. El proceso usa un agrupamiento de catalizadores que comprende una combinación específica de diferentes grupos de catalizadores heterogéneos en donde cada grupo tiene una función diferente. Además, la invención se refiere a un aparato que comprende una combinación específica de catalizadores heterogéneos para aplicar diferentes vías para producir carbonato de dimetilo según cada opción de mezcla de alimentación de manera continua.",C07C68/04; C07C29/1518,
146289-2024,ES2438447A1,Sistema de recuperación del agua de riego,"Los sistemas de riego para cultivos de plantas que exigen un elevado volumen de agua especialmente campos de golf, presentan una fuerte oposición por parte de los municipios en los que se pretende instalar, cuando en los mismos el agua no es abundante, para ello la invención comprende un sistema de recuperación del agua de riego que se decanta después de pasar por unas capas de tierra, filtrado y drenaje a una zanja situada a un nivel inferior a la capa de drenaje, la capa de tierra recibe agua, abono y nutrientes y a la vez que se oxigena todo ello mediante los conductos adecuados, provistos de los orificios adecuados gobernando el sistema una central eléctrica.",A01F25/16; A01G25/02; A01G25/06; E01C13/083,
146289-2024,ES2065820A2,SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES.,"SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES. EL SISTEMA ESTA BASADO EN LA UTILIZACION DE PANELES ARMADOS Y ALIGERADOS, MODULABLES EN VERTICAL, LOS CUALES SE POSTENSAN Y SE HORMIGONAN SUS JUNTAS PARA CONSEGUIR UN CONJUNTO MONOLITICO. CADA PANEL (1) INCLUYE INTERNAMENTE UN AISLANTE DE POLIESTILENO EXPANDIDO (2), AFECTATO TRANSVERSALMENTE DE PAREJAS DE ORIFICIOS (5) QUE RIGIDIZAN LAS CAPAS DE HORMIGON PERIMETRAL DEL PROPIO PANEL (1). EN CORRESPONDENCIA CON LA MODULACION SE HAN PREVISTO ORIFICIOS (4), MIENTRAS QUE PERIMETRALMENTE CUENTA CON UNA ACANALADURA (3) EN MEDIA CANA. LA DISPOSICION CONTIGUA DE PANELES IGUALES (1) PERMITE OBTENER PARAMENTOS DE CUALQUIER TIPO, APOYOS DIRECTOS DE FORJADOS, MUROS DE CONTENCION, ETC. Y SU UNION SE REALIZA MEDIANTE VARILLAS Y RELLENO DE MORTERO UBICADOS EN LOS ALOJAMIENTOS QUE CONFORMAN LOS ENFRENTAMIENTOS DE LAS ACANALADURAS (3) Y ORIFICIOS PREVISTOS AL EFECTO LONGITUDI NALMENTE EN LOS PROPIOS PANELES (1), EFECTUANDOSE EL POSTENSADO MEDIANTE VARILLAS PASANTES POR LOS ORIFICIOS (4), QUE SE APRIETAN MEDIANTE TUERCAS EXTREMAS ROSCADAS SOBRE LOS EXTREMOS.",,
146289-2024,ES2452726A1,"Sistema de edificación modular, prefabricada y desmontable","La presente invención se refiere a un sistema de edificación modular, prefabricada y desmontable, mediante el cual se realizan construcciones con formas curvas basadas en media esfera (forma de cúpula) y medio cilindro circular recto (forma de bóveda de cañón). No requiere mano de obra especializada ni medios mecánicos para su montaje, siendo un ejemplo de autoconstrucción. Se pueden conseguir multitud de configuraciones y por tanto de edificaciones y usos, por ejemplo: vivienda, refugio, cabaña, cobertizo, almacén, casa de campo o playa, oficina, guardería, centro de reuniones, suite de hotel o camping, etc.",E04B1/32,
146289-2024,ES2134683A1,"SISTEMAS, FIJACIONES, PANELES Y ESTRUCTURA PERFECCIONADAS, PARA VIVIENDAS PREFABRICADAS, TIPO ""IGLOO"".","Sistemas, fijaciones, paneles y estructura perfeccionadas, para viviendas prefabricadas, tipo ""Igloo''. Se trata de una construcción modular e industrializadas de viviendas prefabricadas, tipo Igloo. Mediante la utilización de los sistemas y paneles descritos en el título de la invención. La esencia es hacer factible la construcción de la vivienda, en cualquier lugar, por cualquier persona, -manumontándola- (es decir: sin necesidad de medios mecánicos como grúas, etc.) de una vivienda prefabricada compuesta por paneles perfeccionados, que incorporan: cerramiento, estructura y aislamiento en cada Unidad de panel, y que éstos pueden estar formados por triángulos u otros polígonos, inscritos en semiesferas, parábolas o cualquier cuerpo de revolución similar. Además de las figuras mostradas en los dibujos, existen un gran número de alternativas o variantes, que salvo por la participación de diferentes polígonos elementales en la formación de la semiesfera, es resto de características y filosofíade construcción, son las mismas.",,
146289-2024,ES2698701A1,SECADOR INTEGRAL DE CUERPO,"La presente invención describe un secador integral de cuerpo que incorpora un difusor (1) y una funda protectora (6) fija en un extremo superior de una columna (3) soporte, donde el difusor (1) aloja en su interior una turbina (6), una resistencia eléctrica (5) y un conducto con una tobera (2) para la salida del aire, y la columna (3) comprende un carril (4) para el deslizamiento del difusor (1), pudiendo el difusor (1) desplazarse a lo largo de la columna (3) de una forma a seleccionar entre eléctrica y manual para insuflar aire a lo largo de la longitud de la columna (3) y así proceder al secado de un usuario.",F26B3/04; A45D20/14; A47K10/48,
146289-2024,ES2372073A1,SISTEMA DE CONSTRUCCIÓN MODULAR FLEXIBLE.,"Sistema de construcción modular flexible, en el cual se utilizan módulos (4), cada uno de los cuales comprende tres zonas funcionales paralelas, una de las cuales es una zona de pasillo (1), otra una zona de servicios (2) y la tercera una zona de espacio privado (3), formándose con dichos módulos (4) viviendas (5) consecutivas, de forma que la zona de servicios (2) determina un espacio hueco, en el cual se disponen repetidamente, en correspondencia con cada módulo (4), elementos de las instalaciones de servicios, los cuales se establecen en conexión con respectivas acometidas generales de suministro de los servicios a la construcción.",E04H1/04; E04B1/348; E04H1/005; E04B1/34815,
146289-2024,ES2374467A1,PROCESO CONSTRUCTIVO DE VIVIENDAS O EDIFICACIONES MODULARES CON PANELES PREFABRICADOS.,"La invención hace referencia a un proceso constructivo de viviendas o edificaciones modulares con paneles prefabricados de hormigón reforzados con fibra de vidrio aplicables para cerramiento externo o paredes de fachada y paredes de chapa tipo sándwich para cerramiento interno o paredes interiores. Estos combinan con estructuras metálicas para formar los cerramientos. Presenta la particularidad de contar con un sistema de anclaje de los paneles entre sí, a la losa de cimentación y a la cubierta. Todo el montaje del sistema se puede realizar en taller, planta de producción o instalación industrial ya que se realiza en seco con un montaje entre uniones mediante tornillería. La vivienda se puede montar dividida en diferentes partes y posteriormente elevarla y trasportarla.",E04B1/34321,
146289-2024,ES2037587A2,INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS.,"INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS. PARTIENDO DE UNA INSTALACION CON CONTADORES DE CONSUMO DE FLUIDO CON UN CAPTADOR, CONECTADOS PERMANENTEMENTE CON CONCENTRADORES PRIMARIOS A LOS QUE TRANSMITEN IMPULSOS DE LECTURA, SE HACE QUE DICHA INSTALACION COMPRENDA ADEMAS CONCENTRADORES SECUNDARIOS Y CONCENTRADORES TERCIARIOS, QUE CADA CONCENTRADOR PRIMARIO ESTE CONECTADO PERMANENTEMENTE CON UNO DE LOS CONCENTRADORES SECUNDARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS DE LECTURA Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR SECUNDARIO, Y QUE CADA CONCENTRADOR SECUNDARIO ESTE CONECTADO CON EL CONCENTRADOR TERCIARIO O CON UNO DE LOS CONCENTRADORES TERCIARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR TERCIARIO. LA INVENCION SE APLICA A REDES DE FLUIDOS PARA CENTRALIZAR SU CONTROL.",,
146289-2024,ES2246100A1,"HABITACION MODULAR PREFABRICADA, PARTICULARMENTE UN CUARTO DE ASEO O DE BAÑO.","Habitación modular prefabricada, particularmente un cuarto de aseo o de baño. Habitación modular prefabricada para la construcción, particularmente un cuarto de baño o de aseo, adaptada para ser instalada en edificios en construcción, provista de los aparatos sanitarios y de las instalaciones necesarias para suministrar y distribuir el agua sanitaria a dichos aparatos sanitarios, así como para evacuar las aguas grises y los residuos que provienen de dichos aparatos sanitarios, provista además de conexiones exteriores a la red de suministro eléctrico de la instalación, constituida por elementos construidos separadamente y unidos entre sí de forma sólida y estanca, constituyendo las paredes, el techo y el piso; adaptada para ser transportada y asentada sobre un forjado de la obra sin sufrir deformaciones; provista de unos elementos de regulación de la altura del piso respecto del forjado sobre el que se asienta; y estando dotado el piso de la habitación modular de un colector único para la evacuación exterior de las aguas grises y los residuos de los aparatos sanitarios instalados en la habitación modular.",A47K4/00; E03C1/01; E04B1/34869,
158024-2024,ES2935558A1,Dispositivo de monitorización de la respiración,"Dispositivo de monitorización de la respiración para monitorizar la respiración de un usuario, que comprende un elemento sensor de deformación configurado para producir una señal eléctrica ante las deformaciones producidas en el tejido (o material textil) de una mascarilla por la respiración del usuario. El dispositivo de monitorización está configurado para transmitir dicha señal eléctrica a un centro de monitorización remoto.",A61B5/08; A41D13/11; C08J5/005,
158024-2024,ES2394994A1,DISPOSITIVO DE CONDUCCIÓN ASISTIDA,"Dispositivo de conducción asistida para vehículos que constituye una interfaz hombre - máquina para facilitar la conducción de vehículos (3) propulsados por motores tales como sillas de ruedas, carros eléctricos, etc. y que básicamente comprende un sensor táctil (1) destinado a instalarse en el asa o manillar (2) del vehículo y medios para el procesado y acondicionamiento de la información que proporciona el sensor (1) de forma que las intenciones del usuario se transformen en instrucciones al sistema motor del vehículo.",G05G1/02; G05G1/52; B60L2200/34,
158024-2024,ES2641296A1,"PROCEDIMIENTO, SISTEMA DE CONTROL, NODO DE TRANSDUCTORES, Y PRODUCTO DE PROGRAMA INFORMÁTICO PARA HACER, QUE UNOS O MÁS TRANSDUCTORES COMRENDIDOS EN EL NODO SEAN ACCESIBLES A UNA RED DE TRANSDUCTORES A TRAVÉS DE NODOS DE TRANSDUCTORES INTELIGENTES","Procedimiento, sistema de control, nodo de transductores y producto de programa informático para hacer, por parte de un nodo de transductores y/o por parte de un sistema de control, que unos o más transductores comprendidos en el nodo sean accesibles a una red de transductores cuando el nodo está conectado a la red de transductores. La presente invención se refiere a procedimientos para hacer accesible uno o más transductores de forma automática a una red de transductores, a través de nodos de transductores inteligentes que comprenden al menos uno de los citados transductores; la invención también se refiere a la red de transductores que comprende un sistema de control y al menos un nodo de transductores, configurados para ejecutar los citados procedimientos; de acuerdo con la invención también se definen unos productos de programa informático para llevar a cabo dichos procedimientos.",H04W48/16; H04W84/18; H04L67/125,
158024-2024,ES2251310A1,"DISPOSITIVO PARA LA MONITORIZACION CONTINUA Y SUMULTANEA DE PARAMETROS FISIOLOGICOS DE UN PACIENTE, PARTICULARMENTE PARAMETROS CARDIOLOGICOS.","Dispositivo para la monitorización continua y simultánea de parámetros fisiológicos de un paciente, particularmente parámetros cardiológico. Dispositivo para la monitorización continua y simultánea de múltiples parámetros fisiológicos de un paciente, especialmente para un paciente intervenido en un quirófano, un paciente en una sala de reanimación post-operatoria o en observación médica, que comprende múltiples sensores (1) conectados a un transmisor de señales de radiofrecuencia (2), que a su vez está en comunicación con un receptor (3). Al menos dos de los sensores están dispuestos adyacentes y conectados entre sí mediante un único cable (4), estando un extremo del cable conectado al transmisor de señales de radiofrecuencia.",A61B5/28; A61B5/282; A61B5/0006; A61B2560/0468,
